code	ccd_comp_id	anomer	config	sugar	ring	linkage	method	onebead_target	identity	status
0AA	64K	alpha	D	arabino	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0AB	SEJ	beta	D	arabino	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0AD	BXY	alpha	D	arabino	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0AU	BXX	beta	D	arabino	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0BA		alpha	D	sorbo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0BB		beta	D	sorbo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0BD		alpha	D	sorbo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0BU	UEA	beta	D	sorbo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0CA		alpha	D	fructo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0CB	BDF	beta	D	fructo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0CD	Z9N	alpha	D	fructo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0CU	FRU	beta	D	fructo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0DA	LDY	alpha	D	lyxo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0DB	Z4W	beta	D	lyxo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0DD		alpha	D	lyxo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0DU		beta	D	lyxo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0EA	SHD	alpha	D	altro	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0EB		beta	D	altro	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0FA	FCA	alpha	D	fuco	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0FB	FCB	beta	D	fuco	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0GA	GLC	alpha	D	gluco	pyranose	0	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
0GB	BGC	beta	D	gluco	pyranose	0	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
0HA	XXR	alpha	D	rhamno	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0HB	UBO	beta	D	rhamno	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0JA	T6T	alpha	D	tagato	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0JB		beta	D	tagato	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0JD		alpha	D	tagato	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0JU		beta	D	tagato	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0KA	4GL	alpha	D	gulo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0KB	GL0	beta	D	gulo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0LA	GLA	alpha	D	galacto	pyranose	0	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
0LB	GAL	beta	D	galacto	pyranose	0	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
0MA	MAN	alpha	D	manno	pyranose	0	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
0MB	BMA	beta	D	manno	pyranose	0	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
0NA	AFD	alpha	D	allo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0NB	ALL	beta	D	allo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0OA	ADA	alpha	D	galacto	pyranuronic acid	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0OB	GTR	beta	D	galacto	pyranuronic acid	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0PA		alpha	D	psico	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0PB		beta	D	psico	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0PD	PSV	alpha	D	psico	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0PU	TTV	beta	D	psico	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0QA	G6D	alpha	D	quinovo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0QB	YYK	beta	D	quinovo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0RA	YYM	alpha	D	ribo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0RB	RIP	beta	D	ribo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0RD	RIB	alpha	D	ribo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0RU	BDR	beta	D	ribo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0SA	SIA	alpha	D	neuraminic	pyranose	0	ccd_name_index	SIA	alpha-D-Neu5Ac	SUPPORTED_ONEBEAD
0SB	SLB	beta	D	neuraminic	pyranose	0	ccd_name_index	SIA	beta-D-Neu5Ac	SUPPORTED_ONEBEAD
0TA		alpha	D	talo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0TB	SDY	beta	D	talo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0UA		alpha	D	ido	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
0UB		beta	D	ido	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
0VA	A2G	alpha	D	galacto	pyranose	0	ccd_name_index	NGA	alpha-D-GalNAcp	SUPPORTED_ONEBEAD
0VB	NGA	beta	D	galacto	pyranose	0	ccd_name_index	NGA	beta-D-GalNAcp	SUPPORTED_ONEBEAD
0WA	BM3	alpha	D	manno	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0WB	BM7	beta	D	manno	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0XA	XYS	alpha	D	xylo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0XB	HSZ	beta	D	xylo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0XD		alpha	D	xylo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0XU	XYZ	beta	D	xylo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0YA	NDG	alpha	D	gluco	pyranose	0	ccd_name_index	NAG	alpha-D-GlcNAcp	SUPPORTED_ONEBEAD
0YB	NAG	beta	D	gluco	pyranose	0	ccd_name_index	NAG	beta-D-GlcNAcp	SUPPORTED_ONEBEAD
0ZA	GCU	alpha	D	gluco	pyranuronic acid	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0ZB	BDP	beta	D	gluco	pyranuronic acid	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0aA	ARA	alpha	L	arabino	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0aB	ARB	beta	L	arabino	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0aD	AHR	alpha	L	arabino	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0aU	FUB	beta	L	arabino	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0bA	SOE	alpha	L	sorbo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0bB		beta	L	sorbo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0bD		alpha	L	sorbo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0bU		beta	L	sorbo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0cA		alpha	L	fructo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0cB		beta	L	fructo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0cD		alpha	L	fructo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0cU	LFR	beta	L	fructo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0dA		alpha	L	lyxo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0dB		beta	L	lyxo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0dD		alpha	L	lyxo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0dU		beta	L	lyxo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0eA	Z6H	alpha	L	altro	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0eB	3MK	beta	L	altro	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0fA	FUC	alpha	L	fuco	pyranose	0	ccd_name_index	FUC	alpha-L-Fucp	SUPPORTED_ONEBEAD
0fB	FUL	beta	L	fuco	pyranose	0	ccd_name_index	FUC	beta-L-Fucp	SUPPORTED_ONEBEAD
0gA		alpha	L	gluco	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0gB	Z8T	beta	L	gluco	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0hA	RAM	alpha	L	rhamno	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0hB	RM4	beta	L	rhamno	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0jA		alpha	L	tagato	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0jB		beta	L	tagato	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0jD		alpha	L	tagato	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0jU		beta	L	tagato	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0kA	GUP	alpha	L	gulo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0kB	Z8H	beta	L	gulo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0lA	GXL	alpha	L	galacto	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0lB	GIV	beta	L	galacto	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0mA		alpha	L	manno	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0mB		beta	L	manno	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0nA	Z2D	alpha	L	allo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0nB	WOO	beta	L	allo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0oA		alpha	L	galacto	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
0oB		beta	L	galacto	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
0pA		alpha	L	psico	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0pB		beta	L	psico	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0pD	SF6	alpha	L	psico	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0pU	SF9	beta	L	psico	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0qA		alpha	L	quinovo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0qB		beta	L	quinovo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0rA		alpha	L	ribo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0rB	0MK	beta	L	ribo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0rD	Z6J	alpha	L	ribo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0rU	32O	beta	L	ribo	furanose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0sA	SIA	alpha	L	neuraminic	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0sB	SLB	beta	L	neuraminic	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0tA		alpha	L	talo	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0tB	ZEE	beta	L	talo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0uA	IDR	alpha	L	ido	pyranuronic acid	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0uB		beta	L	ido	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
0vA	YYQ	alpha	L	galacto	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0vB		beta	L	galacto	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0wA		alpha	L	manno	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0wB		beta	L	manno	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0xA	HSY	alpha	L	xylo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0xB	LXC	beta	L	xylo	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0xD		alpha	L	xylo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0xU		beta	L	xylo	furanose	0	undecoded			UNSUPPORTED_ONEBEAD
0yA	NGZ	alpha	L	gluco	pyranose	0	ccd_name_index			UNSUPPORTED_ONEBEAD
0yB		beta	L	gluco	pyranose	0	undecoded			UNSUPPORTED_ONEBEAD
0zA		alpha	L	gluco	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
0zB		beta	L	gluco	pyranuronic acid	0	undecoded			UNSUPPORTED_ONEBEAD
1AA	64K	alpha	D	arabino	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1AB	SEJ	beta	D	arabino	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1AD	BXY	alpha	D	arabino	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1AU	BXX	beta	D	arabino	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1BA		alpha	D	sorbo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1BB		beta	D	sorbo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1BD		alpha	D	sorbo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1BU	UEA	beta	D	sorbo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1CA		alpha	D	fructo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1CB	BDF	beta	D	fructo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1CD	Z9N	alpha	D	fructo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1CU	FRU	beta	D	fructo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1DA	LDY	alpha	D	lyxo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1DB	Z4W	beta	D	lyxo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1DD		alpha	D	lyxo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1DU		beta	D	lyxo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1EA	SHD	alpha	D	altro	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1EB		beta	D	altro	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1FA	FCA	alpha	D	fuco	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1FB	FCB	beta	D	fuco	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1GA	GLC	alpha	D	gluco	pyranose	1	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
1GB	BGC	beta	D	gluco	pyranose	1	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
1HA	XXR	alpha	D	rhamno	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1HB	UBO	beta	D	rhamno	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1JA	T6T	alpha	D	tagato	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1JB		beta	D	tagato	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1JD		alpha	D	tagato	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1JU		beta	D	tagato	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1KA	4GL	alpha	D	gulo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1KB	GL0	beta	D	gulo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1LA	GLA	alpha	D	galacto	pyranose	1	ccd_name_index	GAL	alpha-D-Galp	SUPPORTED_ONEBEAD
1LB	GAL	beta	D	galacto	pyranose	1	ccd_name_index	GAL	beta-D-Galp	SUPPORTED_ONEBEAD
1MA	MAN	alpha	D	manno	pyranose	1	ccd_name_index	MAN	alpha-D-Manp	SUPPORTED_ONEBEAD
1MB	BMA	beta	D	manno	pyranose	1	ccd_name_index	BMA	beta-D-Manp	SUPPORTED_ONEBEAD
1NA	AFD	alpha	D	allo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1NB	ALL	beta	D	allo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1OA	ADA	alpha	D	galacto	pyranuronic acid	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1OB	GTR	beta	D	galacto	pyranuronic acid	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1PA		alpha	D	psico	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1PB		beta	D	psico	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1PD	PSV	alpha	D	psico	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1PU	TTV	beta	D	psico	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1QA	G6D	alpha	D	quinovo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1QB	YYK	beta	D	quinovo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1RA	YYM	alpha	D	ribo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1RB	RIP	beta	D	ribo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1RD	RIB	alpha	D	ribo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1RU	BDR	beta	D	ribo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1TA		alpha	D	talo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1TB	SDY	beta	D	talo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1UA		alpha	D	ido	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
1UB		beta	D	ido	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
1VA	A2G	alpha	D	galacto	pyranose	1	ccd_name_index	NGA	alpha-D-GalNAcp	SUPPORTED_ONEBEAD
1VB	NGA	beta	D	galacto	pyranose	1	ccd_name_index	NGA	beta-D-GalNAcp	SUPPORTED_ONEBEAD
1WA	BM3	alpha	D	manno	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1WB	BM7	beta	D	manno	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1XA	XYS	alpha	D	xylo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1XB	HSZ	beta	D	xylo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1XD		alpha	D	xylo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1XU	XYZ	beta	D	xylo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1YA	NDG	alpha	D	gluco	pyranose	1	ccd_name_index	NAG	alpha-D-GlcNAcp	SUPPORTED_ONEBEAD
1YB	NAG	beta	D	gluco	pyranose	1	ccd_name_index	NAG	beta-D-GlcNAcp	SUPPORTED_ONEBEAD
1ZA	GCU	alpha	D	gluco	pyranuronic acid	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1ZB	BDP	beta	D	gluco	pyranuronic acid	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1aA	ARA	alpha	L	arabino	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1aB	ARB	beta	L	arabino	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1aD	AHR	alpha	L	arabino	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1aU	FUB	beta	L	arabino	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1bA	SOE	alpha	L	sorbo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1bB		beta	L	sorbo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1bD		alpha	L	sorbo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1bU		beta	L	sorbo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1cA		alpha	L	fructo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1cB		beta	L	fructo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1cD		alpha	L	fructo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1cU	LFR	beta	L	fructo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1dA		alpha	L	lyxo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1dB		beta	L	lyxo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1dD		alpha	L	lyxo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1dU		beta	L	lyxo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1eA	Z6H	alpha	L	altro	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1eB	3MK	beta	L	altro	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1fA	FUC	alpha	L	fuco	pyranose	1	ccd_name_index	FUC	alpha-L-Fucp	SUPPORTED_ONEBEAD
1fB	FUL	beta	L	fuco	pyranose	1	ccd_name_index	FUC	beta-L-Fucp	SUPPORTED_ONEBEAD
1gA		alpha	L	gluco	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1gB	Z8T	beta	L	gluco	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1hA	RAM	alpha	L	rhamno	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1hB	RM4	beta	L	rhamno	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1jA		alpha	L	tagato	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1jB		beta	L	tagato	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1jD		alpha	L	tagato	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1jU		beta	L	tagato	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1kA	GUP	alpha	L	gulo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1kB	Z8H	beta	L	gulo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1lA	GXL	alpha	L	galacto	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1lB	GIV	beta	L	galacto	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1mA		alpha	L	manno	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1mB		beta	L	manno	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1nA	Z2D	alpha	L	allo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1nB	WOO	beta	L	allo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1oA		alpha	L	galacto	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
1oB		beta	L	galacto	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
1pA		alpha	L	psico	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1pB		beta	L	psico	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1pD	SF6	alpha	L	psico	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1pU	SF9	beta	L	psico	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1qA		alpha	L	quinovo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1qB		beta	L	quinovo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1rA		alpha	L	ribo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1rB	0MK	beta	L	ribo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1rD	Z6J	alpha	L	ribo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1rU	32O	beta	L	ribo	furanose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1tA		alpha	L	talo	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1tB	ZEE	beta	L	talo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1uA	IDR	alpha	L	ido	pyranuronic acid	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1uB		beta	L	ido	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
1vA	YYQ	alpha	L	galacto	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1vB		beta	L	galacto	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1wA		alpha	L	manno	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1wB		beta	L	manno	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1xA	HSY	alpha	L	xylo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1xB	LXC	beta	L	xylo	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1xD		alpha	L	xylo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1xU		beta	L	xylo	furanose	1	undecoded			UNSUPPORTED_ONEBEAD
1yA	NGZ	alpha	L	gluco	pyranose	1	ccd_name_index			UNSUPPORTED_ONEBEAD
1yB		beta	L	gluco	pyranose	1	undecoded			UNSUPPORTED_ONEBEAD
1zA		alpha	L	gluco	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
1zB		beta	L	gluco	pyranuronic acid	1	undecoded			UNSUPPORTED_ONEBEAD
2AA	64K	alpha	D	arabino	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2AB	SEJ	beta	D	arabino	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2AD	BXY	alpha	D	arabino	furanose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2AU	BXX	beta	D	arabino	furanose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2BA		alpha	D	sorbo	pyranose	2	undecoded			UNSUPPORTED_ONEBEAD
2BB		beta	D	sorbo	pyranose	2	undecoded			UNSUPPORTED_ONEBEAD
2BD		alpha	D	sorbo	furanose	2	undecoded			UNSUPPORTED_ONEBEAD
2BU	UEA	beta	D	sorbo	furanose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2CA		alpha	D	fructo	pyranose	2	undecoded			UNSUPPORTED_ONEBEAD
2CB	BDF	beta	D	fructo	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2CD	Z9N	alpha	D	fructo	furanose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2CU	FRU	beta	D	fructo	furanose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2DA	LDY	alpha	D	lyxo	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2DB	Z4W	beta	D	lyxo	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2DD		alpha	D	lyxo	furanose	2	undecoded			UNSUPPORTED_ONEBEAD
2DU		beta	D	lyxo	furanose	2	undecoded			UNSUPPORTED_ONEBEAD
2EA	SHD	alpha	D	altro	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2EB		beta	D	altro	pyranose	2	undecoded			UNSUPPORTED_ONEBEAD
2FA	FCA	alpha	D	fuco	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2FB	FCB	beta	D	fuco	pyranose	2	ccd_name_index			UNSUPPORTED_ONEBEAD
2GA	GLC	alpha	D	gluco	pyranose	2	ccd_name_index	GLC	alpha-D-Glcp	SUPPORTED_ONEBEAD
2GB	BGC	beta	D	gluco	pyranose	2	ccd_name_index	GLC	beta-D-Glcp	SUPPORTED_ONEBEAD
